pA;pB;strat1;strat2
0.5;0.5;0.512;0.44
0.48;0.52;0.492;0.43333333333333335
0.46;0.54;0.504;0.44666666666666666
0.48;0.56;0.476;0.43733333333333335
0.46;0.54;0.484;0.39866666666666667
0.48;0.56;0.524;0.3373333333333333
0.5;0.54;0.492;0.3373333333333333
0.48;0.52;0.488;0.34933333333333333
0.46;0.5;0.444;0.33866666666666667
0.44;0.48;0.464;0.264
0.46;0.46;0.452;0.26666666666666666
0.44;0.48;0.448;0.23733333333333334
0.46;0.46;0.452;0.20666666666666667
0.44;0.48;0.468;0.18266666666666667
0.42;0.5;0.5;0.16
0.44;0.52;0.448;0.12933333333333333
0.46;0.5;0.456;0.09866666666666667
0.44;0.48;0.448;0.08666666666666667
0.42;0.5;0.46;0.06133333333333333
0.44;0.52;0.432;0.07466666666666667
0.42;0.54;0.392;0.076
0.44;0.56;0.368;0.068
0.46;0.58;0.376;0.05333333333333334
0.48;0.56;0.368;0.06266666666666666
0.46;0.54;0.376;0.04666666666666667
0.48;0.52;0.364;0.04533333333333334
0.46;0.54;0.356;0.037333333333333336
0.44;0.56;0.376;0.044
0.46;0.54;0.36;0.05333333333333334
0.48;0.56;0.344;0.042666666666666665
0.5;0.58;0.368;0.042666666666666665
0.48;0.56;0.408;0.044
0.5;0.58;0.364;0.044
0.48;0.6;0.364;0.04933333333333333
0.46;0.58;0.368;0.04
0.48;0.56;0.364;0.03866666666666667
0.5;0.58;0.352;0.04133333333333333
0.52;0.56;0.364;0.044
0.5;0.54;0.372;0.04133333333333333
0.52;0.52;0.384;0.042666666666666665
0.5;0.54;0.408;0.056
0.48;0.52;0.396;0.04
0.46;0.54;0.4;0.042666666666666665
0.48;0.52;0.408;0.044
0.5;0.54;0.392;0.056
0.52;0.56;0.4;0.05466666666666667
0.5;0.58;0.38;0.056
0.48;0.56;0.396;0.03866666666666667
0.5;0.54;0.392;0.05733333333333333
0.48;0.52;0.42;0.05466666666666667
0.5;0.54;0.392;0.068
0.48;0.52;0.408;0.072
0.46;0.5;0.404;0.052
0.44;0.52;0.4;0.052
0.42;0.5;0.392;0.056
0.4;0.52;0.396;0.05466666666666667
0.42;0.54;0.372;0.05333333333333334
0.44;0.56;0.368;0.048
0.42;0.58;0.336;0.032
0.44;0.6;0.344;0.04133333333333333
0.46;0.62;0.284;0.032
0.44;0.6;0.308;0.02
0.42;0.58;0.312;0.018666666666666668
0.44;0.56;0.304;0.02
0.42;0.54;0.316;0.03333333333333333
0.44;0.52;0.32;0.02666666666666667
0.46;0.5;0.316;0.02266666666666667
0.48;0.52;0.344;0.02666666666666667
0.5;0.5;0.324;0.042666666666666665
0.48;0.48;0.38;0.032
0.46;0.46;0.352;0.04533333333333334
0.44;0.48;0.388;0.03866666666666667
0.42;0.46;0.356;0.050666666666666665
0.4;0.44;0.388;0.024
0.42;0.42;0.384;0.04533333333333334
0.4;0.44;0.416;0.048
0.42;0.46;0.42;0.04933333333333333
0.44;0.48;0.392;0.064
0.46;0.5;0.448;0.05333333333333334
0.44;0.52;0.424;0.06266666666666666
0.46;0.5;0.444;0.06666666666666667
0.48;0.52;0.384;0.08266666666666667
0.5;0.5;0.432;0.08133333333333333
0.48;0.52;0.424;0.084
0.5;0.5;0.448;0.088
0.52;0.48;0.428;0.09066666666666667
0.5;0.5;0.48;0.092
0.52;0.52;0.472;0.09733333333333333
0.5;0.54;0.484;0.064
0.52;0.56;0.504;0.07733333333333334
0.54;0.58;0.48;0.09066666666666667
0.56;0.6;0.46;0.112
0.58;0.62;0.476;0.09333333333333334
0.6;0.6;0.496;0.1
0.58;0.62;0.548;0.11333333333333333
0.6;0.6;0.532;0.11733333333333333
0.62;0.62;0.5;0.12666666666666668
0.64;0.6;0.496;0.14
0.66;0.58;0.484;0.14933333333333335
0.64;0.6;0.524;0.108
0.66;0.62;0.524;0.09733333333333333
0.64;0.6;0.512;0.11866666666666667
0.62;0.58;0.536;0.12933333333333333
0.64;0.56;0.536;0.144
0.66;0.54;0.508;0.14533333333333334
0.64;0.56;0.528;0.148
0.66;0.54;0.54;0.16
0.64;0.56;0.552;0.184
0.62;0.54;0.556;0.208
0.6;0.56;0.572;0.22
0.58;0.58;0.536;0.2
0.56;0.6;0.548;0.22666666666666666
0.54;0.58;0.552;0.22533333333333333
0.56;0.56;0.52;0.228
0.58;0.54;0.552;0.212
0.56;0.56;0.52;0.23733333333333334
0.54;0.58;0.524;0.22666666666666666
0.52;0.6;0.496;0.22133333333333333
0.54;0.58;0.484;0.19333333333333333
0.56;0.6;0.5;0.204
0.54;0.58;0.472;0.18933333333333333
0.52;0.6;0.476;0.14933333333333335
0.54;0.58;0.452;0.152
0.52;0.56;0.472;0.12
0.54;0.54;0.488;0.10666666666666667
0.56;0.56;0.456;0.12
0.58;0.54;0.472;0.10533333333333333
0.6;0.52;0.488;0.09466666666666666
0.58;0.54;0.484;0.12266666666666666
0.6;0.56;0.484;0.10533333333333333
0.58;0.54;0.504;0.10266666666666667
0.6;0.56;0.52;0.1
0.58;0.58;0.544;0.11733333333333333
0.6;0.6;0.54;0.15066666666666667
0.62;0.62;0.512;0.16
0.64;0.64;0.536;0.16266666666666665
0.62;0.66;0.492;0.15733333333333333
0.6;0.64;0.524;0.15066666666666667
0.62;0.66;0.504;0.164
0.64;0.64;0.528;0.17866666666666667
0.62;0.62;0.508;0.18
0.64;0.6;0.5;0.17066666666666666
0.62;0.58;0.496;0.15466666666666667
0.64;0.6;0.524;0.15066666666666667
0.62;0.62;0.528;0.17066666666666666
0.64;0.6;0.56;0.16533333333333333
0.66;0.58;0.54;0.19733333333333333
0.64;0.56;0.568;0.19333333333333333
0.62;0.58;0.564;0.2
0.64;0.56;0.56;0.20666666666666667
0.66;0.58;0.564;0.22
0.64;0.6;0.576;0.21333333333333335
0.66;0.62;0.592;0.20266666666666666
0.64;0.64;0.584;0.2
0.62;0.66;0.568;0.20533333333333334
0.64;0.64;0.576;0.22133333333333333
0.62;0.62;0.588;0.19733333333333333
0.6;0.6;0.568;0.23866666666666667
0.58;0.58;0.58;0.23466666666666666
0.6;0.6;0.58;0.248
0.62;0.58;0.588;0.26266666666666666
0.6;0.6;0.588;0.2826666666666667
0.62;0.62;0.588;0.29733333333333334
0.6;0.6;0.536;0.3253333333333333
0.58;0.62;0.54;0.3293333333333333
0.6;0.6;0.536;0.30133333333333334
0.58;0.58;0.52;0.28933333333333333
0.56;0.6;0.524;0.292
0.58;0.62;0.52;0.29333333333333333
0.6;0.6;0.528;0.264
0.62;0.58;0.528;0.256
0.6;0.6;0.556;0.23866666666666667
0.58;0.58;0.548;0.27066666666666667
0.6;0.6;0.512;0.26266666666666666
0.62;0.58;0.532;0.236
0.6;0.6;0.516;0.23333333333333334
0.58;0.62;0.508;0.19333333333333333
0.6;0.64;0.516;0.14933333333333335
0.62;0.62;0.524;0.124
0.64;0.64;0.524;0.116
0.62;0.62;0.552;0.13466666666666666
0.6;0.6;0.532;0.15733333333333333
0.58;0.58;0.536;0.16133333333333333
0.56;0.6;0.52;0.172
0.58;0.58;0.516;0.192
0.6;0.6;0.5;0.17466666666666666
0.62;0.58;0.508;0.168
0.64;0.56;0.504;0.15733333333333333
0.66;0.54;0.52;0.14266666666666666
0.64;0.52;0.528;0.10666666666666667
0.66;0.5;0.536;0.11466666666666667
0.68;0.52;0.532;0.10933333333333334
0.66;0.54;0.564;0.11466666666666667
0.64;0.56;0.576;0.13333333333333333
0.66;0.58;0.616;0.14666666666666667
0.64;0.56;0.628;0.14533333333333334
0.66;0.54;0.636;0.176
0.64;0.52;0.62;0.20666666666666667
0.66;0.54;0.612;0.244
0.68;0.56;0.636;0.24266666666666667
0.7;0.54;0.632;0.25466666666666665
0.72;0.52;0.632;0.2986666666666667
0.7;0.54;0.652;0.29733333333333334
0.68;0.52;0.676;0.30133333333333334
0.7;0.5;0.664;0.344
0.68;0.48;0.648;0.3973333333333333
0.66;0.46;0.656;0.408
0.64;0.48;0.708;0.4573333333333333
0.62;0.46;0.708;0.5706666666666667
0.6;0.48;0.744;0.6653333333333333
0.58;0.46;0.732;0.7986666666666666
0.56;0.44;0.716;0.8906666666666667
0.58;0.46;0.728;0.9666666666666667
0.56;0.48;0.708;0.972
0.58;0.5;0.728;0.9706666666666667
0.56;0.48;0.716;0.9773333333333334
0.58;0.5;0.712;0.9813333333333333
0.56;0.48;0.688;0.9786666666666667
0.58;0.5;0.724;0.972
0.56;0.48;0.7;0.976
0.54;0.46;0.692;0.9733333333333334
0.52;0.44;0.68;0.968
0.54;0.42;0.684;0.9733333333333334
0.52;0.44;0.676;0.9626666666666667
0.54;0.42;0.692;0.9666666666666667
0.56;0.4;0.68;0.9826666666666667
0.54;0.42;0.7;0.9786666666666667
0.52;0.44;0.728;0.9706666666666667
0.5;0.42;0.716;0.9773333333333334
0.48;0.44;0.704;0.9786666666666667
0.46;0.46;0.656;0.9773333333333334
0.44;0.44;0.652;0.9773333333333334
0.46;0.46;0.628;0.9773333333333334
0.44;0.48;0.652;0.9746666666666667
0.46;0.5;0.636;0.9706666666666667
0.48;0.48;0.612;0.96
0.5;0.46;0.584;0.9506666666666667
0.48;0.48;0.564;0.952
0.5;0.46;0.596;0.9426666666666667
0.48;0.48;0.556;0.936
0.5;0.46;0.56;0.9213333333333333
0.52;0.48;0.596;0.9293333333333333
0.54;0.46;0.592;0.9333333333333333
0.52;0.48;0.624;0.944
0.54;0.46;0.58;0.9493333333333334
0.52;0.44;0.588;0.9266666666666666
0.5;0.46;0.568;0.9293333333333333
0.52;0.48;0.58;0.9413333333333334
0.5;0.46;0.56;0.9373333333333334
0.52;0.48;0.532;0.9413333333333334
